ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR
0	0,0,0,1	0,0,1,0	0,0,0,0	0,0,1,0	298	149	0.999202115572178	0.999202115572178
1	60,48,41,8	37,21,34,4	0,0,36,0	0,0,25,0	152	149	0.50455730859791	0.851824928675346
2	3,0,2,0	31,52,39,10	0,0,3,0	0,0,28,0	169	149	0.277579297999082	0.735357644711144
3	2,0,0,0	1,0,1,0	0,0,1,0	0,0,3,0	152	149	0.034573517150121	0.452915747200612
4	22,18,26,8	0,1,3,0	0,0,7,0	0,0,0,0	197	149	0.222978852140392	0.697041288803254
5	10,20,28,4	2,2,0,0	0,0,11,0	0,0,1,0	152	149	0.0226920938990396	0.413573826095901
6	38,80,61,5	120,134,91,18	0,1,83,0	0,0,109,0	298	149	0.220648099458212	0.695631031116348
7	4,2,2,2	49,47,33,6	0,0,2,0	0,0,42,1	178	149	0.373639920950835	0.779360037134822
8	6,2,1,0	34,30,46,5	0,0,2,0	0,0,41,1	181	149	0.400222209528181	0.794151342164894
9	43,53,25,8	17,20,19,3	0,0,28,0	0,0,17,0	256	149	0.46607684857413	0.83128282344691
11	15,11,9,10	6,6,9,7	6,9,14,12	3,4,6,7	152	149	0.475208502681618	0.835827426876413
12	20,32,20,11	0,0,0,1	9,13,26,20	0,2,2,0	165	149	0.145748019515991	0.627317150792182
13	53,60,62,39	0,0,0,0	59,42,48,40	2,0,1,0	167	149	0.00728250528121366	0.339150327308634
14	66,49,57,47	0,0,0,0	54,38,54,46	0,0,1,0	298	149	0.114016802685108	0.583637560110927
15	53,44,50,44	0,0,1,0	51,35,52,42	0,0,0,0	158	149	0.322922762579874	0.752906394868035
17	20,18,25,20	0,0,2,0	21,13,21,14	0,0,0,0	211	149	0.291461348582769	0.740246724505762
18	42,37,44,29	0,0,2,0	38,20,39,28	0,0,0,0	224	149	0.300032664953393	0.74422516892343
19	22,19,19,9	0,0,0,0	17,8,18,14	0,1,0,0	162	149	0.284049489351499	0.737026936510401
22	31,36,36,27	6,4,2,4	43,28,38,32	6,12,3,15	152	149	0.210282549983035	0.686609399630111
28	295,403,365,314	593,504,518,509	364,281,313,359	550,506,468,570	298	149	0.716704867666542	0.964791706269696
29	16,11,13,20	147,126,119,136	7,8,14,16	89,96,89,80	252	149	0.656905755104159	0.935645125112416
30	10,5,8,7	4,0,0,0	3,8,3,16	1,0,0,0	241	149	0.771299131733408	0.993906959298652
31	47,48,37,48	0,4,3,2	51,63,59,41	1,1,3,3	298	149	0.584581187057252	0.900713017738204
32	62,58,62,68	0,4,3,2	60,77,80,54	1,1,3,3	298	149	0.745851314109036	0.981464056718901
33	52,55,69,55	0,1,0,1	40,68,55,54	1,4,0,0	298	149	0.599073805668314	0.90707573204913
34	2,1,1,0	34,23,26,31	1,2,0,0	18,31,24,23	158	149	0.999202115572178	0.999202115572178
