ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR
2	3,1,6,0	20,26,20,3	0,0,0,0	0,0,28,0	78	39	0.0975854927010348	0.501119277957263
4	22,25,9,1	12,13,3,0	0,0,17,0	0,0,10,0	46	39	0.192567905535253	0.623265474816035
5	15,17,16,7	17,36,18,0	0,0,16,0	0,0,19,0	78	39	0.845688547576867	0.999202115572178
6	38,39,48,38	0,0,1,1	59,40,32,53	1,0,0,0	78	39	0.55437413057883	0.879607810526426
7	21,27,9,16	2,0,0,0	15,6,14,21	0,0,0,0	78	39	0.325654100271134	0.741624784244438
10	0,2,0,2	19,21,10,15	3,3,2,2	21,25,13,17	78	39	0.146478784093363	0.572184705597072
11	21,29,9,18	16,16,17,8	17,7,16,22	11,5,15,14	78	39	0.883146681081987	0.999202115572178
12	38,31,12,25	3,3,14,4	29,20,20,38	5,2,8,11	78	39	0.913669105991383	0.999202115572178
13	40,48,19,31	16,16,17,8	36,31,27,38	11,5,15,14	78	39	0.31100553762947	0.738318086006377
14	57,50,22,38	3,3,14,4	48,44,31,54	5,2,8,11	78	39	0.999202115572178	0.999202115572178
15	41,30,25,21	3,3,14,4	31,18,26,35	5,2,8,11	78	39	0.587477673877388	0.900474320992388
16	3,1,3,2	20,26,29,19	4,2,5,1	18,15,22,11	48	39	0.132059512982716	0.560132485281765
17	0,1,0,0	0,1,1,0	0,0,2,0	0,1,1,2	48	39	0.439841987582511	0.804891905118931
18	0,0,2,0	0,0,0,1	0,0,0,0	0,1,1,1	75	39	0.0677826280727819	0.454743004102818
25	39,37,37,27	0,0,0,0	48,32,59,37	2,1,4,0	78	39	0.000322925006386976	0.177031213755815
26	175,183,209,209	2,4,2,1	155,164,132,141	2,2,5,2	78	39	0.275575793877437	0.711283480726302
27	19,21,8,9	0,0,1,0	21,7,13,16	1,3,2,0	78	39	0.152359566397116	0.574970262405757
28	20,16,22,20	0,2,3,2	8,10,10,13	4,3,6,0	78	39	0.147454247459602	0.57220320120341
29	1,0,0,0	1,1,1,0	0,0,1,1	0,1,0,3	78	39	0.430569485422189	0.799589582403836
30	17,19,19,17	0,0,2,1	20,13,14,24	0,0,3,0	78	39	0.855582692666826	0.999202115572178
31	29,38,33,23	0,0,1,0	30,27,22,33	1,0,0,0	78	39	0.999202115572178	0.999202115572178
