gene_id	CONTROL_REP1	CONTROL_REP2	CONTROL_REP3	CONTROL_REP4	PREECLAMPSIA_REP1	PREECLAMPSIA_REP2	PREECLAMPSIA_REP3	PREECLAMPSIA_REP4
gene-0610005C13Rik	0	2.84536646411011	0	0	0	0	0	0
gene-0610006L08Rik	0	0	0	0	0	8.0287207079004	0	0
gene-0610009E02Rik	51.1437526579364	38.9453051091528	8.30045158068054	60.7313448129522	12.5985916182164	10.3027497238148	30.3845574844678	16.0021601982288
gene-0610009L18Rik	100.654188272257	170.636511932304	222.168015296557	120.277172166775	116.600176021505	121.828620446661	46.8960486074323	99.9625938326059
gene-0610010K14Rik	1664.74861801479	1770.87410554854	1683.13591016556	1652.15201449228	1415.25064837411	1064.93082892146	1270.97762975986	1357.43664761785
gene-0610025J13Rik	2.8904585507915	0	1.55367676797519	0	0	4.65303976123173	3.08680275651337	1.50841736298516
gene-0610030E20Rik	217.424006053357	216.728233986233	197.710905230857	193.996089417443	229.650491401751	195.702828573914	200.445270370075	175.064391404908
gene-0610031O16Rik	0	0	0	0	0	0	0	0
gene-0610038B21Rik	0	0	0	0	0	0	1.81545176025942	0
gene-0610039H22Rik	0	0	0	0	5.94373506951588	0	0	0
gene-0610039K10Rik	0	0	0	0	0	0	3.55541506781734	0
gene-0610040B10Rik	56.9325410577436	38.8972093775769	39.0042016106982	175.575657074223	18.3410612949819	18.348473372297	137.609162183706	34.0262129523499
gene-0610040F04Rik	1.50444530877365	1.54872293417665	5.23647685473367	0	1.56882102993382	0	0	1.4996603983027
gene-0610040J01Rik	55.7067940951167	37.7837551436299	18.1415662863352	26.9011769679092	26.4186623891172	23.7215205696987	22.9886691920973	33.9455733861963
gene-0610042G04Rik	67.1223369725528	69.1366901184892	56.5341875585242	39.1725404748438	65.9089559922857	39.9909309949722	46.7003827692793	56.3622102143334
gene-0610043K17Rik	8.41781711475965	0	8.57542757419758	0	0	0	0	0
gene-1100001I12Rik	0	0	0	0	0	0	0	0
gene-1110002E22Rik	12.9007556283605	14.8965075343119	13.5213729463533	12.8407017563829	20.4605675984723	20.1912500080096	12.5945755422293	13.8119376436386
gene-1110002J07Rik	43.4882428262865	54.724339034811	51.5783335529255	38.8298837072918	36.0911240474092	25.9318880986301	40.2725764318004	28.0818041473105
gene-1110002L01Rik	209.930968277568	223.894529050615	211.79098202942	184.570504402104	196.691019031542	172.915098293476	193.751339414638	217.165718553476
gene-1110002O04Rik	0	6.15209166043168	0	0	0	0	0	0
gene-1110004F10Rik	3625.50449143113	3722.52231555154	3862.23172461735	3334.47552645684	3458.21743126374	3366.94518087047	3665.1857709836	3582.66291889219
gene-1110006O24Rik	48.2312363424474	43.6609852111771	59.9466539454677	21.9909803071927	59.3090303927743	31.4699508251816	30.7153307428493	40.2613378866322
gene-1110015O18Rik	106.440438518318	124.066690042309	85.5212173774938	105.164939687254	149.414446101814	153.98178570129	147.604379647923	124.969797483472
gene-1110018N20Rik	13.1011489098313	34.4643421162791	39.4934232637274	19.9799030248793	57.5086767734588	35.1376458476524	58.1894853492686	45.9276979647882
gene-1110019D14Rik	18.3027324188874	15.0560915632672	11.2618087848577	30.4481730702704	9.50994744910738	18.6757025583413	11.1308395576717	3.62840302153597
gene-1110020A21Rik	4.39502472402925	44.8290421549146	8.94668930528736	9.03741493213148	13.3535374758567	4.33902361487632	17.0113943590432	12.5326658892497
gene-1110025L11Rik	0	0	0	0	0	0	0	0
gene-1110025M09Rik	41.3407532443495	33.6466525603638	34.6694256199044	22.702556311586	33.0464332362869	30.2795090373218	32.4401761255507	31.6783801316902
gene-1110028F11Rik	1.7482893650868	0	0	0	0	0	0	0
gene-1110028F18Rik	0	0	0	0	0	0	0	0
gene-1110032F04Rik	86.8515269047561	97.3711363718195	82.4827828772262	76.7710200073122	64.9060541516372	80.3407670791714	69.0345440960526	73.2753061145486
gene-1110036E04Rik	0	0	0	0	0	0	0	0
gene-1110038B12Rik	1703.71242049211	1782.39279254938	1840.12373224449	1613.59924893118	1851.08986753212	1634.0355895319	1646.92807494245	1752.39968546791
gene-1110038F14Rik	377.577201630083	370.343904119451	414.93920039501	290.434324492483	302.021981130809	290.520117515489	296.845440872023	321.959393917466
gene-1110046J04Rik	5.23876443982356	32.0180444330239	0	0	0	30.7932249420103	15.0351086907496	9.85330646428378
gene-1110057P08Rik	0	0	0	0	0	0	0	0
gene-1110058D11Rik	0	0	0	0	0	0	6.7077047435707	0
gene-1110059E24Rik	404.449602254808	496.953409433567	410.430406883244	375.293949937176	512.54701505367	465.622829185843	452.471209339986	458.171382660291
gene-1110059G10Rik	112.338866095118	132.143216627236	141.567614022687	86.8349254715816	120.333029955277	112.222932299914	110.081762419379	120.491576334147
gene-1110065P20Rik	1422.00994276609	1175.86246011518	1087.46559497033	1346.71350842737	1216.6737766252	1169.73216199115	1178.77587753696	1463.60746136566
gene-1190005I06Rik	237.492205699291	194.449598492015	229.444346445277	219.753625048923	144.377480129101	233.574733075482	129.470226439328	189.043254913252
gene-1190028D05Rik	0	0	0	0	0	0	0	0
gene-1300002E11Rik	299.875809628042	276.04704318282	324.711245146418	253.604703296054	263.806177267607	246.678499746373	274.282834114769	236.661771776076
gene-1500002C15Rik	30.0788593168951	61.8713150517009	61.7047590633227	40.4841979984222	42.3169230203796	36.1380912032006	39.5006372668019	40.3800249545096
gene-1500002F19Rik	0	0	2.74154079222246	0.696086817661349	0	0.690366577046513	0.69026479275718	3.05477654018937
gene-1500004A13Rik	616.170316408647	685.415516413349	687.306346616542	615.699929989242	725.208838537188	753.916180846358	692.008354882415	741.349863963555
gene-1500009L16Rik	505.17389191624	459.840913541354	314.993874204037	363.10768014985	482.989076863958	403.68313694389	367.223124427774	453.198845952856
