ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR
2	5,1,21,0	20,26,20,3	0,0,5,0	0,0,28,0	612	39	0.0549479635131727	0.436791857587401
4	22,25,9,1	12,13,3,0	0,0,17,0	0,0,10,0	46	39	0.192567905535253	0.619022637584819
5	16,18,17,9	17,36,18,0	0,0,16,0	0,0,19,0	203	39	0.705849937444601	0.957908658082787
6	49,51,67,49	0,0,1,1	71,54,38,63	1,0,0,0	489	39	0.599448734041451	0.895068054376339
7	21,27,9,16	2,0,0,0	15,6,14,22	0,0,0,0	178	39	0.316686723939884	0.719991212334233
10	1,2,0,2	19,21,10,15	3,4,3,3	21,25,13,17	232	39	0.0452552978645488	0.418542189710994
11	22,29,9,18	16,16,17,8	18,10,17,25	11,5,15,14	371	39	0.556128371282483	0.867240637820302
12	47,43,17,31	3,3,14,4	38,23,28,46	5,2,8,11	431	39	0.854580402509625	0.999219940423941
13	40,48,19,31	16,16,17,8	36,31,27,39	11,5,15,14	178	39	0.297578728552308	0.713832325427678
14	65,62,27,44	3,3,14,4	56,44,38,60	5,2,8,11	238	39	0.868624226160394	0.999219940423941
15	41,30,25,21	3,3,14,4	31,18,26,35	5,2,8,11	99	39	0.587592011331464	0.888794638988769
16	3,1,3,2	20,26,29,19	4,2,5,1	18,15,22,11	48	39	0.132059512982716	0.545855614078368
17	0,1,0,0	0,1,1,0	0,0,2,0	0,1,1,2	48	39	0.439841987582511	0.790968920470108
18	0,0,2,0	0,0,0,1	0,0,0,0	0,1,1,1	75	39	0.0677826280727819	0.436791857587401
25	39,37,37,27	0,0,0,0	48,32,59,37	2,1,4,0	92	39	0.000301324531822189	0.111209435573691
26	316,321,336,345	2,4,2,1	265,267,240,259	2,2,5,2	401	39	0.288373783019275	0.71051890942988
27	40,34,27,17	0,0,1,0	37,25,28,39	1,3,2,0	388	39	0.15927792078814	0.577135532941921
28	31,29,50,44	0,2,3,2	23,16,22,25	4,3,6,0	416	39	0.125080200495642	0.535048499370607
29	1,0,0,0	1,1,1,0	0,0,1,1	0,1,0,3	139	39	0.4307323341578	0.785306579328568
30	24,25,23,19	0,0,2,1	29,21,18,30	0,0,3,0	206	39	0.999202115572178	0.999219940423941
31	29,38,33,23	0,0,1,0	30,27,22,33	1,0,0,0	114	39	0.999202115572178	0.999219940423941
32	23,22,23,18	4,1,10,6	34,22,25,31	3,2,6,1	206	39	0.0977838161876919	0.491131774916578
33	9,5,1,0	70,70,71,93	2,5,6,3	69,69,89,70	206	39	0.550756062486249	0.864009317672563
34	37,60,65,75	2,0,1,0	49,43,53,77	2,2,0,0	651	39	0.763151525091494	0.983828683511222
35	0,0,2,5	32,18,19,23	7,4,5,5	34,31,17,24	44	39	0.0312450269424466	0.373491781701079
36	0,0,0,0	0,2,0,0	1,2,0,0	0,0,0,0	48	39	0.062253430420898	0.436791857587401
37	2,3,2,7	0,0,0,4	8,1,2,2	1,0,0,2	100	39	0.999202115572178	0.999219940423941
38	11,14,30,16	3,6,6,3	11,15,18,22	3,0,2,2	83	39	0.0437418909218559	0.411331682682418
39	38,27,33,37	75,78,79,99	44,50,34,54	118,105,60,103	48	39	0.200787573152323	0.626952187843554
40	48,36,25,20	1,0,0,0	36,31,42,20	2,0,0,0	66	39	0.548591237324085	0.861606270212289
41	4,6,7,13	0,0,0,1	2,10,2,4	0,0,0,0	286	39	0.388927858812307	0.755471380426784
42	4,5,7,15	4,0,0,0	2,10,2,4	2,1,1,0	286	39	0.280499555166348	0.703940571552645
43	1,7,2,7	11,10,14,11	1,2,0,0	6,6,1,5	47	39	0.390182315632421	0.756299048343906
44	4,6,13,23	11,10,14,11	2,18,9,8	6,6,1,5	286	39	0.185941433947142	0.610544101846832
45	4,6,13,19	1,7,2,3	2,18,9,8	1,2,0,0	278	39	0.0297816485408106	0.365136775030369
46	44,47,22,44	20,26,27,21	34,27,19,31	13,19,5,19	180	39	0.422663764979488	0.781099721545365
47	11,22,21,12	74,65,80,67	12,15,14,22	77,41,92,58	48	39	0.88041164272298	0.999219940423941
48	2,1,1,4	117,123,108,103	0,5,3,1	80,67,81,90	66	39	0.739234428923891	0.970076771856383
49	2,4,0,2	15,10,11,18	1,1,2,6	16,22,20,13	69	39	0.845495037282637	0.999219940423941
50	51,29,38,37	11,15,14,18	42,50,25,45	12,15,17,11	149	39	0.697678047249175	0.954215374658926
51	16,7,13,4	2,0,0,0	2,10,4,5	0,2,0,1	134	39	0.244511529498764	0.675377114728043
54	0,1,0,0	7,16,27,12	0,0,0,0	5,7,2,5	43	39	0.543045899063024	0.857261849429205
55	1,0,0,0	2,1,1,3	3,0,2,0	2,0,1,1	205	39	0.0811610127870053	0.463077174845102
57	141,162,173,136	82,96,114,85	111,134,149,123	105,71,93,106	91	39	0.236448653886533	0.668702499200924
58	159,188,185,109	82,96,114,85	131,121,148,126	105,71,93,106	219	39	0.0745024276689092	0.446306143563355
59	88,97,91,58	0,1,1,0	60,66,91,66	3,0,0,1	91	39	0.626085617259807	0.910757603710629
61	10,10,5,14	21,17,22,18	3,5,16,1	23,13,26,31	144	39	0.127848715678333	0.54041232266629
62	2,7,5,0	63,52,69,48	3,4,2,1	56,37,46,40	43	39	0.999202115572178	0.999219940423941
63	8,2,3,9	24,26,30,21	5,7,7,9	39,30,29,34	235	39	0.922357611723998	0.999219940423941
64	19,10,8,14	97,103,108,116	10,9,22,11	63,100,96,116	78	39	0.639874324225097	0.92159147314904
65	2,1,1,0	101,165,143,134	0,0,1,0	93,121,122,131	43	39	0.226484223956532	0.657787450292502
68	176,203,202,186	18,11,8,11	173,149,197,154	13,11,7,17	206	39	0.57172026748961	0.879032992113373
69	5,7,3,6	102,100,107,128	3,2,8,4	93,92,123,104	57	39	0.616656525307827	0.904108403117826
70	23,26,27,21	2,0,0,0	21,21,36,16	0,0,0,0	428	39	0.106348212171734	0.501554887098132
71	9,3,14,8	70,55,60,45	5,2,4,13	37,50,43,48	45	39	0.630845722684337	0.914904100999394
72	89,77,69,73	15,10,14,18	62,56,47,82	17,13,8,12	51	39	0.611745276069387	0.901343653690229
74	73,70,78,61	0,4,1,3	92,74,72,67	5,2,4,2	84	39	0.252167289882305	0.683662958815304
75	0,1,0,0	9,4,5,3	0,0,0,1	4,4,7,15	74	39	0.848730082706117	0.999219940423941
77	4,5,8,4	9,1,6,14	3,2,4,2	8,6,7,4	57	39	0.321012997434598	0.72069355252406
78	16,16,15,21	35,32,27,37	25,12,19,7	24,28,27,28	1452	39	0.827193572648881	0.999219940423941
85	16,27,6,14	0,1,0,0	16,17,26,16	0,0,0,0	1299	39	0.252213755573529	0.683662958815304
86	4,4,0,3	18,14,13,20	2,2,1,0	12,7,5,13	733	39	0.699490759818469	0.954381244960192
